iter	Logloss
163	0.1261961753
164	0.1253190459
165	0.12444543
166	0.1235686687
167	0.1227152975
168	0.1218962084
169	0.1211432909
170	0.120496432
171	0.1197852335
172	0.1192238791
173	0.1182923484
174	0.1175520044
175	0.1168922458
176	0.1160425889
177	0.1155171813
178	0.1147497077
179	0.1141260632
180	0.1132820447
181	0.1127214432
182	0.1122070781
183	0.1116289089
184	0.1110600756
185	0.1105453926
186	0.1100544177
187	0.1093810232
188	0.108537607
189	0.1079953344
190	0.1073932982
191	0.1067609787
192	0.1060521477
193	0.1054588786
194	0.104718727
195	0.1042450855
196	0.1037376805
197	0.103164539
198	0.1025988261
199	0.1021668116
200	0.101828207
201	0.1011543609
202	0.1008754529
203	0.1004603369
204	0.100058656
205	0.0994184059
206	0.09873663752
207	0.09815001069
208	0.09770855151
209	0.09718424814
210	0.09656452714
211	0.09607702389
212	0.0956484644
213	0.09520122461
214	0.09470870202
215	0.09415160564
216	0.09358600985
217	0.09313073075
218	0.09270148528
219	0.09234615794
220	0.09182583658
221	0.09123394782
222	0.09081745148
223	0.09040430136
224	0.09015828685
225	0.08974105433
226	0.08931051221
227	0.08869793541
228	0.08828792237
229	0.08786805471
230	0.0873807104
231	0.0870131777
232	0.08668407641
233	0.08622632947
234	0.08576505226
235	0.08532470569
236	0.08494512658
237	0.0844383658
238	0.08405270493
239	0.08354812756
240	0.08317370164
241	0.08274412155
242	0.08227609333
243	0.08179450453
244	0.08131498203
245	0.0809390754
246	0.08067281623
247	0.08029464253
248	0.07990774355
249	0.07955423991
250	0.07924662138
251	0.0788498594
252	0.07850999999
253	0.07810338338
254	0.077870553
255	0.07743485769
256	0.07714550955
257	0.07680224536
258	0.07660537854
259	0.07622798284
260	0.07581082562
261	0.07556159036
262	0.07523925681
263	0.07492837571
264	0.0746262199
265	0.07433439556
266	0.07402481113
267	0.07366837953
268	0.07344864962
269	0.07311103218
270	0.0727365979
271	0.07250733961
272	0.07223687256
273	0.07186066477
274	0.07153354611
275	0.07121551246
276	0.07090901492
277	0.07058600376
278	0.07026011484
279	0.07010036602
280	0.06982361643
281	0.06951041807
282	0.06916968864
283	0.06883211721
284	0.06855794003
285	0.06819384976
286	0.06784883717
287	0.06757874238
288	0.06731221969
289	0.06692278594
290	0.06670181793
291	0.06647055609
292	0.06621205179
293	0.06600584064
294	0.06573830153
295	0.06551846287
296	0.06515192149
297	0.06489748704
298	0.06458516707
299	0.06439429835
300	0.06409351449
301	0.06386423111
302	0.06357566516
303	0.06332193759
304	0.06308774781
305	0.06291453044
306	0.06268625929
307	0.06243586122
308	0.06225095715
309	0.06200485062
310	0.06164172658
311	0.06132264723
312	0.0610709776
313	0.0608185216
314	0.06063953199
315	0.06042517696
316	0.06021626372
317	0.05997484609
318	0.05977398053
319	0.05953672476
320	0.05930091624
321	0.05912423134
322	0.05894148141
323	0.05867839278
324	0.05852607259
325	0.05821451388
326	0.05793864267
327	0.05770384638
328	0.05744411234
329	0.05727086987
330	0.0570523948
331	0.05686893379
332	0.05660874383
333	0.05639049881
334	0.05624416418
335	0.05598147292
336	0.05573142621
337	0.05555404697
338	0.05536235843
339	0.0551730959
340	0.05505083318
341	0.05485251075
342	0.05470439007
343	0.05455142992
344	0.05430414384
345	0.05415872105
346	0.05393329001
347	0.05371711129
348	0.05349338682
349	0.05328886551
350	0.05317744874
351	0.05304436935
352	0.0528853818
353	0.05275682817
354	0.05260208197
355	0.05243847663
356	0.05221061539
357	0.05197284933
358	0.0518244735
359	0.05160045624
360	0.05138883256
361	0.05126095655
362	0.05103136364
363	0.05085661955
364	0.05074523206
365	0.05064236909
366	0.0505075622
367	0.05032804556
368	0.05019103853
369	0.04999378271
370	0.04983908252
371	0.04967831729
372	0.04953834467
373	0.04938372394
374	0.0491593386
375	0.04900353415
376	0.04883713471
377	0.04873456035
378	0.04860371038
379	0.04844804396
380	0.04832236809
381	0.04816339727
382	0.04800391197
383	0.04784612488
384	0.04771243898
385	0.04760244436
386	0.0474546834
387	0.04727781865
388	0.04710555077
389	0.04696983204
390	0.04682914834
391	0.04667415535
392	0.04655308472
393	0.04641583928
394	0.04631413912
395	0.04618680268
396	0.0460551036
397	0.04589420871
398	0.04572578899
399	0.04558899528
400	0.04543499361
401	0.04524985531
402	0.04516529619
403	0.04504709076
404	0.04486115774
405	0.04470597234
406	0.04462049718
407	0.04446915576
408	0.04435072447
409	0.04418815646
410	0.04406959969
411	0.04395108892
412	0.043810217
413	0.04368376314
414	0.04354398711
415	0.04337609023
416	0.04323137016
417	0.04308646185
418	0.04292317441
419	0.04283152129
420	0.0426978312
421	0.04257286641
422	0.04248022197
423	0.04235913461
424	0.04219929377
425	0.04209935874
426	0.04196533822
427	0.04182550363
428	0.04174272638
429	0.04167478126
430	0.04153561174
431	0.04141667433
432	0.04131269455
433	0.04118078633
434	0.04104086809
435	0.04090683502
436	0.04077362596
437	0.04067633445
438	0.0405697237
439	0.04045623645
440	0.04034097571
441	0.04024154262
442	0.04014590749
443	0.04000077331
444	0.03989780995
445	0.03980429967
446	0.03969940386
447	0.03959356275
448	0.0394824555
449	0.03936760049
450	0.03926052127
451	0.03914357905
452	0.03900394523
453	0.03891688062
454	0.03878490548
455	0.03865824248
456	0.03857106493
457	0.03844051612
458	0.038362273
459	0.03831359378
460	0.03825014098
461	0.03814905986
462	0.03807326785
463	0.03795129374
464	0.03786263968
465	0.03775742179
466	0.03766589834
467	0.03758379451
468	0.03744445767
469	0.03734330127
470	0.03721542526
471	0.03707552793
472	0.03698755147
473	0.03684729024
474	0.03674826706
475	0.03666595827
476	0.03658129876
477	0.03648457611
478	0.03640619077
479	0.03629259478
480	0.0361828804
481	0.03609218932
482	0.03597609202
483	0.03590959415
484	0.03579505285
485	0.03568047808
486	0.03556624212
487	0.03546790909
488	0.03534374739
489	0.03528674862
490	0.0351914983
491	0.03510396522
492	0.03507057617
493	0.0350022797
494	0.03488239489
495	0.03478764024
496	0.03471155334
497	0.03464204596
498	0.03454896233
499	0.03450138318
500	0.03443411568
501	0.03437190307
502	0.03426010358
503	0.03415136797
504	0.03407662793
505	0.03394454613
506	0.03384204496
507	0.03374053512
508	0.03367946859
509	0.03359851503
510	0.03349121203
511	0.03341113684
512	0.03331763912
513	0.03320201447
514	0.03309385609
515	0.03300665763
516	0.0329216154
517	0.03280858826
518	0.03270058465
519	0.03258922644
520	0.03248313017
521	0.03238335827
522	0.03229899365
523	0.03222125664
524	0.0321298273
525	0.03203762623
526	0.03196465969
527	0.03187709524
528	0.03182916683
529	0.03177534279
530	0.03168955184
531	0.03162641274
532	0.03154665545
533	0.03148110708
534	0.03141615684
535	0.03132948959
536	0.03125961831
537	0.03119656914
538	0.03107644801
539	0.03098903204
540	0.03094588455
541	0.03087989071
542	0.03079843103
543	0.03071977381
544	0.0306327573
545	0.03056345488
546	0.0305049043
547	0.03042377505
548	0.03035103856
549	0.03027746552
550	0.03020447806
551	0.03017195902
552	0.03008520185
553	0.03002081628
554	0.02996117609
555	0.02990041699
556	0.02981869798
557	0.02974414616
558	0.02967594799
559	0.02963435022
560	0.02957567834
561	0.02948242321
562	0.02940849881
563	0.02932115396
564	0.02923898948
565	0.02920500228
566	0.02911371934
567	0.02903380519
568	0.02893022905
569	0.02882347818
570	0.02874735782
571	0.02869813066
572	0.02862904992
573	0.02856562012
574	0.02848820519
575	0.02839843014
576	0.02834634195
577	0.02828655327
578	0.02823135309
579	0.028158786
580	0.02808185837
581	0.02800941467
582	0.02794958416
583	0.02789888047
584	0.0278362454
585	0.02776454834
586	0.02771285333
587	0.02764272899
588	0.02757002805
589	0.02751617683
590	0.02744705217
591	0.02739034201
592	0.0273459355
593	0.0272602303
594	0.02717238351
595	0.02711762043
596	0.02706119889
597	0.02699428274
598	0.0269247419
599	0.02685438541
600	0.02679943202
601	0.02671669659
602	0.02663343413
603	0.02659839705
604	0.02654011208
605	0.02649530193
606	0.02644810342
607	0.02639624529
608	0.02635360601
609	0.02630761423
610	0.02627098351
611	0.02621187871
612	0.02617590051
613	0.02611333236
614	0.02604515511
615	0.02600127145
616	0.02594493356
617	0.02588648127
618	0.02583765984
619	0.02576748112
620	0.02572620124
621	0.02569329739
622	0.02564405558
623	0.02559821229
624	0.0255479227
625	0.02548425449
626	0.02542747113
627	0.02536861102
628	0.02529009183
629	0.02522525871
630	0.02514940187
631	0.02511092027
632	0.02504864492
633	0.02497552571
634	0.02490604342
635	0.02485229467
636	0.02478394174
637	0.02471241198
638	0.02463349334
639	0.0245788913
640	0.0245086854
641	0.02445414819
642	0.02438476211
643	0.02430803316
644	0.02426177995
645	0.0242455152
646	0.02420528102
647	0.02416059427
648	0.02410589603
649	0.02403113717
650	0.02400244955
651	0.02395563795
652	0.02388989298
653	0.02381853053
654	0.02376032294
655	0.02369338169
656	0.02361757713
657	0.02355754375
658	0.02350737756
659	0.02344118503
660	0.02338168496
661	0.02332440594
662	0.02329352864
663	0.02324090506
664	0.02320175004
665	0.0231608738
666	0.0231333239
667	0.02308515708
668	0.02303468135
669	0.0229646825
670	0.02290977302
671	0.02286136987
672	0.02282267704
673	0.02278400304
674	0.02273968228
675	0.02267675651
676	0.02262512425
677	0.02257659352
678	0.02253071467
679	0.02246735389
680	0.02241770008
681	0.02238553449
682	0.02233566736
683	0.02230441361
684	0.02228013465
685	0.02222953136
686	0.02219351551
687	0.02213646236
688	0.02209565932
689	0.02205783652
690	0.02202536767
691	0.02198801961
692	0.02194998975
693	0.02191106269
694	0.02185170483
695	0.02180638648
696	0.02176962401
697	0.0217103268
698	0.02166634275
699	0.0216212921
700	0.02158323087
701	0.02152208069
702	0.02147206507
703	0.02143275947
704	0.02138961407
705	0.02134894279
706	0.02131680229
707	0.02127540739
708	0.02122763374
709	0.02118766935
710	0.02112788276
711	0.02109142145
712	0.02105898606
713	0.02103363213
714	0.02098963135
715	0.02095064364
716	0.02092063636
717	0.02088272153
718	0.02084113004
719	0.02079687202
720	0.02074199183
721	0.02071782162
722	0.02066246878
723	0.02061522634
724	0.02055257245
725	0.02049915832
726	0.02045449876
727	0.02042088174
728	0.02037980055
729	0.02032169125
730	0.02027728683
731	0.02025926531
732	0.02022572149
733	0.02019300377
734	0.02014651424
735	0.02011938681
736	0.02008500225
737	0.02005073899
738	0.02001228458
739	0.01997219261
740	0.01992228575
741	0.01987857568
742	0.01984603572
743	0.0197896811
744	0.01973472353
745	0.0196963946
746	0.01966131779
747	0.01960589384
748	0.01956591899
749	0.01952054835
750	0.01947567128
751	0.01941906151
752	0.01937233147
753	0.01932978212
754	0.01930513926
755	0.01927324345
756	0.01924506823
757	0.01921505259
758	0.0191819856
759	0.01912706777
760	0.0190972278
761	0.01906550558
762	0.01902505808
763	0.01898893139
764	0.01895964773
765	0.01891766933
766	0.01887237189
767	0.01883654636
768	0.01878236051
769	0.01874970135
770	0.01868584282
771	0.0186612857
772	0.01863394913
773	0.01859548636
774	0.01856161628
775	0.01851026008
776	0.01847838519
777	0.01844768357
778	0.01840957006
779	0.01837716814
780	0.01834428938
781	0.01831586737
782	0.01827621251
783	0.01824026777
784	0.01820105837
785	0.01816287166
786	0.01812812947
787	0.01811106163
788	0.01807043218
789	0.0180443128
790	0.01801496221
791	0.01799639066
792	0.01795805337
793	0.0179203686
794	0.01789315751
795	0.01788095006
796	0.0178644678
797	0.01783900512
798	0.01780671613
799	0.01776734988
800	0.01773558583
801	0.0176867644
802	0.01766846682
803	0.01763928355
804	0.01759995494
805	0.01756933907
806	0.01754674159
807	0.01751884975
808	0.01747874628
809	0.01744165755
810	0.01741658386
811	0.01739136483
812	0.01736761917
813	0.01734883011
814	0.01730884167
815	0.01727031616
816	0.01724978706
817	0.01721694072
818	0.01718694285
819	0.01715257293
820	0.01712697117
821	0.0170834054
822	0.01704628321
823	0.0170223441
824	0.01699209318
825	0.01695505151
826	0.01690587977
827	0.01687154749
828	0.01684774851
829	0.01682068277
830	0.01677784062
831	0.0167485852
832	0.01671852354
833	0.01668473085
834	0.01665323868
835	0.01661957356
836	0.01659492338
837	0.01656890543
838	0.01654700438
839	0.01651412039
840	0.0164911245
841	0.01645751376
842	0.0164229598
843	0.01639427219
844	0.01637357996
845	0.01633928324
846	0.0163034483
847	0.0162628659
848	0.01622878146
849	0.01619053514
850	0.01616318811
851	0.01612778923
852	0.01610063252
853	0.01605882979
854	0.01602429047
855	0.01598256304
856	0.01595534254
857	0.01592850894
858	0.01588639251
859	0.01585605479
860	0.01581867954
861	0.01579313738
862	0.01576544527
863	0.01573004012
864	0.01569646179
865	0.01566866197
866	0.01566224767
867	0.01562261895
868	0.01560666268
869	0.01557134327
870	0.01554327785
871	0.01550957927
872	0.01548316395
873	0.01546123362
874	0.01543379039
875	0.01542242577
876	0.01539486751
877	0.01538185801
878	0.01535956065
879	0.01533294038
880	0.01530742436
881	0.01528349885
882	0.01525951059
883	0.01521201719
884	0.01518448821
885	0.01516808125
886	0.01513311633
887	0.01511184374
888	0.01506899846
889	0.01503747493
890	0.01501657879
891	0.01499947017
892	0.0149731406
893	0.01496131797
894	0.01494071567
895	0.01491019391
896	0.01487553852
897	0.01485066456
898	0.0148129756
899	0.01478010521
900	0.01475545398
901	0.01474370036
902	0.01472068147
903	0.01467989725
904	0.01466329683
905	0.01463356353
906	0.01460931594
907	0.01457993085
908	0.0145664351
909	0.01455595619
910	0.01453424337
911	0.01451777784
912	0.01448699048
913	0.01446159262
914	0.01444330759
915	0.01441638512
916	0.01439326688
917	0.01437356284
918	0.01435055545
919	0.01432092985
920	0.01430953804
921	0.01429019895
922	0.0142729136
923	0.01423955591
924	0.01422217645
925	0.01419698565
926	0.01417138284
927	0.01415415605
928	0.01412468835
929	0.01410203545
930	0.01407485991
931	0.01405635006
932	0.01404052659
933	0.01402352776
934	0.01400122203
935	0.01398247585
936	0.0139605016
937	0.01393235775
938	0.01391110713
939	0.01388562144
940	0.01386238818
941	0.0138407611
942	0.01382169807
943	0.01379445457
944	0.01375468049
945	0.01373705738
946	0.01370445051
947	0.01368542931
948	0.0136609914
949	0.01362859575
950	0.01360855604
951	0.01358102288
952	0.0135523154
953	0.01352380451
954	0.01349989782
955	0.0134858625
956	0.0134645941
957	0.01343100113
958	0.01339957693
959	0.01337692403
960	0.01334284272
961	0.0133246999
962	0.01330576968
963	0.01327177516
964	0.01324130778
965	0.01321958659
966	0.01320435917
967	0.01317633871
968	0.0131442254
969	0.01312579084
970	0.01310234425
971	0.01307866552
972	0.01305623849
973	0.01303246147
974	0.01300847949
975	0.01298476625
976	0.01295892816
977	0.01293598769
978	0.01291876718
979	0.01288909661
980	0.01287648134
981	0.01285430214
982	0.01283300864
983	0.01281152587
984	0.01279473723
985	0.01276729295
986	0.01274430543
987	0.01272731287
988	0.01270909686
989	0.01268090282
990	0.01266537947
991	0.01264324105
992	0.01262613347
993	0.01260550817
994	0.01258866411
995	0.01256288353
996	0.01254143004
997	0.0125161263
998	0.01249791656
999	0.01246922685
